X,Y,item,pagerank,chosen
-40.980186,72.172844,general-purpose computing on graphics processing units,0.00031687061258983234,0.0
-47.904774,-42.93002,logic gate,0.00029721949721250374,0.0
46.715275,-52.79779,data management,0.00012621126879041274,0.0
-35.486233,70.61398,cuda,0.0005360712465284898,0.0
-33.134754,-50.890003,principle of bivalence,0.00015894874446213436,0.0
33.356506,-79.67432,language acquisition,0.00014979975012301486,0.0
84.67185,-9.065048,transhumanism,6.63065017147007e-05,1.0
-43.108025,1.2245953,stochastic process,0.00020146015619550942,0.0
55.62463,-35.28313,crowd psychology,0.00024448341898827223,0.0
-4.0004277,-42.903687,map–territory relation,0.00025645180526085034,0.0
46.27248,-19.967203,enactivism,0.0005922204085804537,0.0
25.561232,-50.784496,distributional semantics,0.0001371361177054676,0.0
57.985184,-32.143143,collective effervescence,0.00044810454532283366,0.0
-52.765633,-61.557648,exclusive or,0.000812149775335358,0.0
93.3317,14.417623,lifecasting (video stream),0.00010488764821344822,0.0
-29.21664,9.26245,kalman filter,0.00024507245693520315,0.0
-1.8552821,-69.00739,natural-language programming,6.896141813706579e-05,0.0
18.561787,-16.773304,mental model,0.00013661419260231858,0.0
16.515614,93.64174,superlens,0.0002751392397727306,1.0
-21.120777,-21.815935,predictive analytics,0.0005649034702205228,0.0
-14.708596,-65.0516,siri (software),0.0009562354146988573,0.0
60.86652,8.926872,cognitive neuropsychology,0.00010631252821658853,0.0
-22.87492,-67.34019,relational algebra,0.0010922450235178987,0.0
82.17101,-22.458946,ecology,0.0003900176169267207,0.0
48.218456,-21.719938,situated cognition,0.0003402556291056437,0.0
54.83044,-64.664955,library,0.0003856378289608156,0.0
-24.977507,79.3638,x-video motion compensation,0.0007501257351335138,0.0
28.572336,-89.09785,language education,8.01689252082998e-05,0.0
-26.726286,76.20429,nvidia purevideo,0.0005042642375954681,0.0
91.41425,15.423938,lifestreaming,0.000479392562605189,0.0
-1.5409808,2.9086978,pattern recognition,0.00010126137944567348,0.0
-86.94628,31.637186,floating point,8.92872828212172e-05,0.0
-12.433703,-27.571217,social network analysis,0.00041654321380740766,0.0
30.58933,-90.95659,computer-assisted language learning,0.00022529547245398146,0.0
-36.040173,37.70252,analog signal processing,0.00026057747076804234,0.0
-60.80327,16.856342,interval finite element,0.00021164566898051651,0.0
41.319504,34.5667,motion sensing in vision,0.00037523610462630354,0.0
49.79403,-11.077894,hard problem of consciousness,0.0008510068531744083,0.0
8.39656,-65.77725,information extraction,4.326438214984663e-05,0.0
-45.72076,2.8713784,markov chain,0.00010165146782850409,0.0
37.352757,-48.132095,open data,0.0005154203705852717,0.0
-7.771404,16.329388,vector quantization,0.0006295114277553937,0.0
36.309128,-20.537695,meme,0.001495201407912309,0.0
-50.35815,69.05198,parallel computing,0.00029655895376052736,0.0
-48.197453,-19.010973,boosting (machine learning),0.0006764020842406876,0.0
6.509791,35.726482,robotic mapping,0.00019951476451362634,0.0
-42.14593,-37.54855,many-valued logic,0.00047196132625173165,0.0
64.81344,11.564172,prosopagnosia,0.0002507943232147424,0.0
63.95646,-33.778397,group behaviour,4.326438214984663e-05,0.0
-49.209076,-53.69918,boolean-valued function,0.0007653922861543645,0.0
-14.416633,-19.99084,web analytics,0.0001594353220325628,0.0
-15.601241,-70.15979,knowledge representation and reasoning,0.0004668625375196929,0.0
-25.130371,-39.59951,decision tree,0.00034435460399163573,1.0
53.6659,9.2485485,cognitive neuroscience,0.0012940202835906242,0.0
-4.224443,21.870832,computer vision,0.0005431557811505425,1.0
-60.8163,-6.1331234,ising model,0.0009978517506599558,0.0
31.319592,-90.95965,foreign-language reading aid,0.0002087731513868318,0.0
-17.420658,35.413548,convolution,0.0009057883096367038,1.0
37.63366,-36.66235,the wisdom of crowds,0.0003333948806351005,0.0
14.160568,-74.95981,linguistics,4.326438214984663e-05,0.0
-16.770767,-70.42521,knowledge representation,0.0004899657100912062,0.0
3.4297817,57.033447,fourier analysis,4.7467317328340476e-05,0.0
62.452465,1.452814,social neuroscience,4.7467317328340476e-05,0.0
28.923502,-59.01045,web scraping,0.00024071136407422073,0.0
7.233652,10.5202675,social complexity,4.7467317328340476e-05,0.0
26.88234,-9.595926,conceptual space,0.0002980291486612696,0.0
-39.432877,-45.623383,catch-22 (logic),0.0004792334943854403,0.0
32.826523,-35.575897,collaborative filtering,0.00021757697570590066,0.0
10.204398,74.823616,holography,0.0004517395436985294,0.0
63.56642,-20.451853,biological motion,8.622893735385541e-05,0.0
60.624477,13.588215,face perception,0.0001944938958009269,0.0
-33.307526,-71.71323,symbol grounding,8.318211153308242e-05,0.0
-45.61324,63.042034,hardware acceleration,4.919206366611124e-05,0.0
100.47781,-4.92317,marketing research,0.00012048867904673373,0.0
-56.785854,-49.757996,boolean algebra (logic),8.763046021995828e-05,0.0
52.00153,-5.1941924,eliminative materialism,5.074575083486678e-05,0.0
66.14477,-26.152922,mirror neuron,0.00036817255708425204,0.0
30.911476,-76.64779,origin of language,0.0004577646967134442,0.0
-32.74397,-57.792606,indicator function,4.4958241138628493e-05,0.0
52.616055,5.88291,behavioral neuroscience,0.0004906025175204203,0.0
-19.128983,-65.9512,prolog,0.0011227319547562312,0.0
-46.566757,-53.41994,truth function,4.4958241138628493e-05,0.0
74.22035,9.692302,recognition of human individuals,4.4958241138628493e-05,0.0
29.664324,49.17536,virtual reality,4.4958241138628493e-05,0.0
31.89465,-49.10889,open source intelligence,4.4958241138628493e-05,0.0
53.59809,5.094514,biological psychology,7.46347258861782e-05,0.0
56.345123,50.823418,vision science,4.4958241138628493e-05,0.0
4.0873146,-28.923485,collective problem solving,0.0002146962536986986,0.0
-41.34737,-30.835775,self-fulfilling prophecy,0.00017750631390937944,0.0
-2.7246215,42.320683,open-source software,0.00025893814100958157,0.0
43.83841,-58.869877,data governance,0.00023512540384355033,0.0
-44.86416,70.90362,vector processor,0.0006699285931749178,0.0
27.166304,-26.287674,darpa,0.0005187689207900429,0.0
23.951303,-2.9485316,blue brain project,0.0004307372138870881,0.0
42.530025,12.474636,cognitive map,0.00046211630268460806,0.0
75.212036,47.622623,color theory,8.835873098509622e-05,0.0
-48.970413,38.440395,informatics (academic field),0.0001619945475759559,0.0
88.52043,12.910724,digital footprint,4.047275628353737e-05,0.0
-32.590004,69.70157,nvidia,0.0011932867181130493,0.0
8.746358,-20.904398,analogy,4.047275628353737e-05,0.0
-48.573746,-19.312723,boosting (meta-algorithm),0.00020893775895249254,0.0
67.08585,37.12884,eye movement (sensory),0.00014702912756902573,0.0
-17.896578,-94.487015,conservation biology,0.0004290852004351344,0.0
27.737038,13.167045,neural oscillation,0.0005931322266886211,0.0
-33.347054,-7.1927366,optimal design,0.0005344852349528334,0.0
-16.13515,32.272068,normal distribution,0.00015081535466113038,0.0
24.607164,-55.823288,latent semantic indexing,0.00043275580966157623,0.0
-35.35055,-28.167377,logistic function,0.00035807870643913067,0.0
-26.887629,-2.871927,monte carlo method,0.0003912634806618012,0.0
6.2963223,38.32596,simultaneous localization and mapping,4.047275628353737e-05,0.0
25.074411,-55.24215,latent semantic analysis,0.0006224426897658358,0.0
27.251749,-20.291603,intentional stance,4.047275628353737e-05,0.0
0.5865872,32.135384,eeg analysis,0.0005082439628437445,0.0
-5.731003,-5.9001346,multivariate analysis,0.0003365455718150534,0.0
-0.9140977,-76.14183,structured query language,0.00014521906690256599,0.0
21.105385,53.02818,smartdust,0.0004477217568834269,0.0
46.620342,-22.970564,distributed cognition,0.0007292921498214401,0.0
53.116596,-11.5303545,philosophy of mind,0.0005615360705825043,0.0
-57.442204,-49.051136,boolean logic,0.0004432949922703078,0.0
32.992077,-95.38024,virtual world language learning,0.00042939591885782517,0.0
-7.2306094,-93.553215,forestry,4.828934243144249e-05,0.0
-10.002138,7.1711717,system integration,4.828934243144249e-05,0.0
-56.082634,74.1682,computer cluster,0.0002244514933584217,0.0
-6.31405,-91.133286,silviculture,4.9088976724765305e-05,0.0
52.80847,-23.95024,cognitive biology,4.9088976724765305e-05,0.0
50.925266,63.254192,gamma correction,4.9088976724765305e-05,0.0
34.83796,-11.641511,quantum mind,4.9088976724765305e-05,0.0
70.99849,17.234802,n170,4.9088976724765305e-05,0.0
-44.748203,54.749676,system on a chip,8.448851117818292e-05,0.0
8.324996,-2.8301628,cognitive computing,7.181383316510335e-05,0.0
-16.267038,-2.0374649,black box,4.9088976724765305e-05,0.0
45.931736,-15.047268,embodied cognitive science,0.0001266052622033332,0.0
-13.47686,-38.062187,mereology,4.6727393860303673e-05,0.0
-41.22986,-23.272636,logistic regression,9.482980123467204e-05,0.0
-25.161488,33.208702,impulse response,4.6727393860303673e-05,0.0
16.532934,-26.077295,applications of artificial intelligence,6.807188359080413e-05,0.0
12.1727085,7.9661975,cybernetics,6.807188359080413e-05,0.0
-38.050713,77.54979,opengl,6.807188359080413e-05,0.0
-25.803537,24.219212,support vector machine,6.807188359080413e-05,0.0
-13.582412,43.798336,signal processing,6.807188359080413e-05,0.0
-10.519587,-11.182191,big data,0.00013115211218060085,0.0
-25.331276,39.539402,deconvolution,9.626753425765201e-05,0.0
-45.087467,3.8184757,markov process,6.807188359080413e-05,0.0
0.29245436,59.073196,spectral density,6.807188359080413e-05,0.0
14.174499,81.57843,adaptive optics,0.00019651217483423553,0.0
-35.638367,33.773857,digital filter,0.00012701960911164515,0.0
18.092804,42.661045,sound card,0.0002433641358895722,0.0
20.745651,-77.41204,basic english,0.0002923868353865874,0.0
-6.874376,-37.893833,constructivist epistemology,4.588418602427724e-05,0.0
29.75489,6.249169,neural decoding,0.00022253492413065702,0.0
88.648705,8.561371,lifelog,0.000391521578149613,0.0
70.20974,-5.30991,society of mind theory,0.0004956601478780173,0.0
-57.52642,-56.92849,boolean function,8.974566877246243e-05,0.0
-25.82507,79.49943,vdpau,0.00036208576438301576,0.0
-2.304394,-25.128994,immunity to change,8.197628825503009e-05,0.0
-56.804813,-9.174302,markov random field,4.273875600249903e-05,0.0
-3.497723,-56.159958,semantic query,0.0004103271520616573,0.0
-49.119427,-57.11185,truth table,0.0006844007424297934,0.0
-37.19405,-49.870922,logical value,0.00037669108588950863,0.0
-19.540138,-55.15922,cycle of poverty,0.00037478830377746117,0.0
49.794163,7.8032274,spiking neural network,0.00021081116740707132,0.0
38.86641,35.955208,strobe light,0.00017996649174110074,0.0
-5.4261646,46.838173,open-source hardware,0.0001035303835534063,0.0
35.23943,-82.407646,second-language acquisition,0.0003616827282668968,0.0
67.880424,37.975716,eye movement,0.00013023186802229734,0.0
-53.206993,-11.40239,model selection,0.0001617123918232104,0.0
65.68399,2.1238592,affect (psychology),0.00012474236897391816,0.0
-53.789913,68.67017,manycore processor,0.0003258152442529501,0.0
-32.786297,-48.0487,degrees of truth,8.48144270165596e-05,0.0
17.555101,63.807205,structure from motion,8.33662902210941e-05,0.0
56.904297,7.5204935,neuropsychology,0.00022041294678032213,0.0
-6.11014,-57.623596,conceptual graph,4.5969053531535006e-05,0.0
-57.308903,-36.94868,binary decision diagram,4.5969053531535006e-05,0.0
69.86572,-4.0933027,society of mind,4.5969053531535006e-05,0.0
15.44793,-13.676302,conceptual model,0.00017390132673348666,0.0
-4.002881,38.909813,mono (software),7.422132178384552e-05,0.0
63.67346,-27.476585,emotional contagion,0.0004897071978646208,0.0
9.771142,-57.882378,controlled vocabulary,0.00010123200754560732,0.0
31.303047,-39.66748,human-based computation,4.5969053531535006e-05,0.0
58.320435,47.54326,eye care professional,0.0010225794527705223,0.0
11.267467,-64.73672,enterprise search,0.00022319421085538723,0.0
26.650002,-0.98269206,computational neuroscience,0.00020355642407806658,0.0
-37.776005,64.236336,larrabee (microarchitecture),0.0001396806550936046,0.0
-8.754042,-43.46481,philosophical realism,4.415065511945676e-05,0.0
70.47271,31.793858,eye tracking,7.660729414217377e-05,0.0
30.235579,7.8725386,biological neuron model,7.208241509879543e-05,0.0
-47.230145,-22.07385,decision tree learning,9.941360913352908e-05,0.0
-57.89309,-49.817753,boolean algebra,4.415065511945676e-05,0.0
0.67212737,65.85832,autocorrelation,4.415065511945676e-05,0.0
31.613873,12.57758,systems neuroscience,0.0007006707972400964,0.0
29.713316,33.31933,acoustic location,7.294158125239342e-05,0.0
-61.25432,26.550316,computational electromagnetics,7.778549833430568e-05,0.0
-33.752766,18.929502,surrogate model,7.116134088121856e-05,0.0
20.11926,-56.72285,word2vec,9.799914435829167e-05,0.0
29.032965,-37.220943,enterprise bookmarking,4.415065511945676e-05,0.0
63.233025,-23.597248,common coding theory,9.497652962403927e-05,0.0
-2.674492,-21.570164,ooda loop,0.0014800113173940828,0.0
62.574997,4.2376456,neuroscience,7.325994359956561e-05,1.0
-32.187054,0.80659723,markov decision process,8.411651963361372e-05,0.0
-54.880096,49.901653,cpu,6.788549964920919e-05,0.0
-27.39734,79.049034,x-video bitstream acceleration,4.415065511945676e-05,0.0
12.569857,-55.11172,textmining,4.415065511945676e-05,0.0
65.06931,34.60538,peripheral vision,4.415065511945676e-05,0.0
-8.840333,-42.24636,conceptualist realism,5.3187791523979895e-05,0.0
-9.514089,-69.779724,mathematica,5.3187791523979895e-05,0.0
84.259094,-4.4584064,human enhancement,0.00014382022363862838,0.0
87.5567,4.323328,diary,5.3187791523979895e-05,0.0
88.428024,8.286789,lifelogging,0.00011139358115284154,0.0
-27.872263,-71.007996,computational semiotics,6.934234403104172e-05,0.0
3.0031075,3.2643192,artificial intelligence in healthcare,0.000535568886952708,0.0
32.326397,8.311126,models of neural computation,0.00011824443016484994,0.0
28.142365,-86.139046,glossary of language teaching terms and ideas,6.0413389587185136e-05,0.0
-82.36722,22.617815,bit,0.00010440141742249282,0.0
20.370615,10.247937,social simulation,6.0413389587185136e-05,0.0
56.860546,-23.862312,epistemology,0.00016230248778119883,0.0
-62.5751,-45.302906,venn diagram,6.0413389587185136e-05,0.0
29.490887,33.389343,acoustic source localization,3.930089734419978e-05,0.0
-18.710342,11.922737,signal-flow graph,0.00010607564721308559,0.0
67.8019,30.710968,saccade,9.009985786528722e-05,0.0
24.21639,-77.03183,lexicostatistics,0.00011128255075208621,0.0
41.242718,26.476103,auditory illusion,9.895934213988821e-05,0.0
-7.453933,-71.367516,natural-language understanding,0.0003692509516580738,0.0
34.22435,-9.578911,quantum cognition,3.930089734419978e-05,0.0
4.298605,-61.7724,natural-language user interface,6.0413389587185136e-05,0.0
44.191994,-15.25045,image schema,0.0003288813843680412,0.0
-69.66186,12.077377,finite difference methods,6.0413389587185136e-05,0.0
10.448487,-19.217949,case based reasoning,0.00011088079764790456,0.0
-2.962581,-34.612152,pragmatism,6.0413389587185136e-05,0.0
-46.09919,18.750353,newton's method,6.0413389587185136e-05,0.0
-37.341957,4.8580937,hybrid system,3.930089734419978e-05,0.0
-52.85826,61.079247,physics processing unit,4.1789014573967564e-05,0.0
35.052074,-16.365025,neural darwinism,6.786027935052437e-05,0.0
-26.461466,12.23644,inverse problems,0.000198535986305532,0.0
-1.4502563,17.519068,self-organizing map,8.451275726211289e-05,0.0
-50.56084,-13.782876,validity (statistics),4.1789014573967564e-05,0.0
61.604675,54.53238,eye,7.948640154684587e-05,0.0
46.44409,-3.559271,binding problem,4.1789014573967564e-05,0.0
-55.16654,-58.869762,symmetric difference,4.1789014573967564e-05,0.0
15.193731,64.25413,computer stereo vision,0.0010514286536628347,0.0
52.750805,9.007352,human cognome project,5.219630595210729e-05,0.0
49.908104,-2.9317336,parallel distributed processing,8.0179437406145e-05,0.0
17.722013,-32.13469,jurimetrics,8.060739010138899e-05,0.0
44.33945,17.111612,spatial contextual awareness,5.219630595210729e-05,0.0
0.808491,23.447884,feature extraction,5.219630595210729e-05,0.0
18.399326,33.62915,music information retrieval,8.173052149038671e-05,0.0
60.829037,40.861378,blindness,5.219630595210729e-05,0.0
5.622487,-61.619408,natural language user interface,5.219630595210729e-05,0.0
-25.05154,29.336315,green's function,5.219630595210729e-05,0.0
-47.59281,69.74738,openmp,5.219630595210729e-05,0.0
-50.985504,-22.867493,machine learning,8.251818752141894e-05,0.0
-4.9881043,3.0281637,pattern matching,5.219630595210729e-05,0.0
21.017244,-86.44922,language reform,5.219630595210729e-05,0.0
11.871529,-54.908024,text analytics,5.219630595210729e-05,0.0
26.428951,42.229713,computational models of musical creativity,5.219630595210729e-05,0.0
57.23028,44.57639,orthoptics,5.219630595210729e-05,0.0
10.813583,-27.763968,problem structuring methods,5.219630595210729e-05,0.0
-44.934776,41.240486,electronics,5.219630595210729e-05,0.0
-30.36824,71.66781,video card,5.219630595210729e-05,0.0
-21.040567,-47.89174,virtuous circle and vicious circle,8.945822437293245e-05,0.0
-49.707153,-18.039057,bootstrap aggregating,5.219630595210729e-05,0.0
-38.263397,-49.433002,truth value,5.219630595210729e-05,0.0
32.32225,-15.269966,memory-prediction framework,5.219630595210729e-05,0.0
9.5838375,-91.49989,sentence case,5.219630595210729e-05,0.0
65.28465,67.97788,distinction of blue and green in various languages,0.00011371404734378382,0.0
-21.217382,23.1071,kernel density estimation,5.219630595210729e-05,0.0
-47.153355,-2.7856002,principle of maximum entropy,5.219630595210729e-05,0.0
-51.777866,47.02121,instruction set architecture,5.219630595210729e-05,0.0
59.37176,29.43549,visual agnosia,0.00017701881170560226,0.0
-25.785078,23.416962,support-vector machine,6.286346958664967e-05,1.0
-70.582985,12.297067,finite difference method,4.194187453002299e-05,0.0
-5.421933,-34.829826,model-dependent realism,7.6815248109906e-05,0.0
51.63931,-51.887707,data curation,4.194187453002299e-05,0.0
-0.9192635,63.172123,cross-correlation,9.743388860406735e-05,0.0
-2.8214715,-61.071198,semantic translation,0.0008266576159791446,0.0
50.648327,6.855314,neuroethology,4.2337225667961726e-05,0.0
-36.36058,-6.3326054,fisher information,8.992149621826421e-05,0.0
42.62064,4.0887027,cognition,6.770937311851975e-05,0.0
-70.492874,46.26489,direct memory access,4.2337225667961726e-05,0.0
27.397858,-52.623394,statistical semantics,4.2337225667961726e-05,0.0
51.502678,-34.07229,keeping up with the joneses,4.2337225667961726e-05,0.0
-3.6507037,-64.515755,automatic programming,0.00010388843510754214,0.0
-40.23615,-68.994995,intuitionistic propositional calculus,7.115830583004803e-05,0.0
29.000519,-82.70366,language transfer,9.042016658159106e-05,0.0
-33.94233,6.7488065,sliding mode control,5.145271955436975e-05,0.0
-41.86549,61.24484,"single instruction, multiple data",5.145271955436975e-05,0.0
1.4678446,40.823654,microsoft robotics studio,5.010201944053798e-05,0.0
-24.207413,77.07408,microsoft windows,5.010201944053798e-05,0.0
35.238438,4.205003,neurophysics,5.010201944053798e-05,0.0
-42.071827,63.000164,swar,5.010201944053798e-05,0.0
-60.251087,-37.02593,logic optimization,5.010201944053798e-05,0.0
-54.62493,66.39671,high performance computing,5.010201944053798e-05,0.0
77.828575,-20.287964,knowledge ecosystem,7.856611723716998e-05,0.0
5.8116775,-30.877417,collective decision-making,5.010201944053798e-05,0.0
0.82681113,78.451546,derivative work,5.010201944053798e-05,0.0
16.148119,65.58775,epipolar geometry,0.00011113333570181934,0.0
-41.333984,61.124397,simd,5.010201944053798e-05,0.0
-35.930557,17.900984,response surface methodology,5.010201944053798e-05,0.0
17.982313,-39.901367,crime mapping,5.010201944053798e-05,0.0
43.475918,68.14544,hyperspectral imaging,0.00016227667968217577,0.0
-23.971655,13.407351,sparse coding,0.00011113333570181934,0.0
4.506534,-54.48127,chatbot,7.509577701874546e-05,0.0
-39.104675,0.9902728,probability,4.8033360248072197e-05,0.0
23.85562,-75.59646,glottochronology,4.8033360248072197e-05,0.0
-64.867035,46.04839,bus (computing),0.00011444322764411066,0.0
-75.44623,43.85819,channel i/o,4.8033360248072197e-05,0.0
-45.974693,-52.33664,logical connective,5.115820770083022e-05,0.0
46.206898,-7.9413996,inverted spectrum,5.115820770083022e-05,0.0
-36.52305,46.44358,series and parallel circuits,5.115820770083022e-05,0.0
45.74041,29.423452,infrasound,5.115820770083022e-05,0.0
85.82038,0.13249122,quantified self,5.115820770083022e-05,0.0
60.211197,-12.414206,cetacean intelligence,5.115820770083022e-05,0.0
13.725284,-3.05191,gene expression programming,5.115820770083022e-05,0.0
8.631002,-32.85609,issue mapping,5.115820770083022e-05,0.0
-70.66468,15.236936,finite differences,8.8903778937263e-05,0.0
-9.17029,64.48759,digital image mosaic,5.164186051643784e-05,0.0
61.669086,-23.12971,motor cognition,5.164186051643784e-05,0.0
-55.934605,-60.47197,logical graph,4.7845246055292955e-05,0.0
93.93371,10.061402,sousveillance,4.7845246055292955e-05,0.0
31.028454,52.24037,wearable technology,4.7845246055292955e-05,0.0
27.918848,30.998425,head-related transfer function,4.7845246055292955e-05,0.0
29.543587,-15.30214,sparse distributed memory,0.00044142426780345134,0.0
-10.939493,-15.710041,learning analytics,7.094034125718966e-05,0.0
-60.16028,-48.83078,laws of form,4.7845246055292955e-05,0.0
-4.5575557,28.291656,blob detection,4.7845246055292955e-05,0.0
-57.73564,-34.779484,digital circuit,4.7845246055292955e-05,0.0
21.705772,-35.8448,racial profiling,4.7845246055292955e-05,0.0
19.256586,23.811728,3d body scanning,4.7845246055292955e-05,0.0
-29.36645,-37.62798,rough sets,0.0005146510168861574,0.0
32.427094,-70.71732,speech–language pathology,4.7845246055292955e-05,0.0
-30.8126,50.05681,computer hardware,7.382334072912874e-05,0.0
41.882954,37.871983,persistence of vision,4.89788449575351e-05,0.0
76.14034,45.166187,rgb color model,4.89788449575351e-05,0.0
-46.710052,57.01312,programmable system on a chip,4.89788449575351e-05,0.0
-84.76139,-9.414723,3gpp,5.209378350339899e-05,0.0
16.559626,-65.26007,stemming,5.209378350339899e-05,0.0
19.334436,23.677235,dermascanner,5.209378350339899e-05,0.0
-48.6658,-3.7524757,maximum entropy method,5.209378350339899e-05,0.0
-2.3735864,-49.008976,reification (computer science),5.209378350339899e-05,0.0
56.288036,-1.1299374,heterophenomenology,5.209378350339899e-05,0.0
